"","v","w","x"
"1",774,912,0
"2",696,712,1
"3",1161,1368,0
"4",348,356,1
"5",870,890,1
"6",1032,1216,0
"7",522,534,1
"8",1740,1780,1
"9",903,1064,0
"10",522,534,1
"11",516,608,0
"12",348,356,1
"13",1392,1424,1
"14",348,356,1
"15",516,608,0
"16",1032,1216,0
"17",1044,1068,1
"18",1392,1424,1
"19",174,178,1
"20",1740,1780,1
"21",516,608,0
"22",348,356,1
"23",1218,1246,1
"24",129,152,0
"25",387,456,0
"26",174,178,1
"27",696,712,1
"28",1290,1520,0
"29",387,456,0
"30",1290,1520,0
"31",645,760,0
"32",1044,1068,1
"33",1218,1246,1
"34",903,1064,0
"35",129,152,0
"36",696,712,1
"37",903,1064,0
"38",1044,1068,1
"39",1161,1368,0
"40",1566,1602,1
"41",774,912,0
"42",1032,1216,0
"43",129,152,0
"44",1566,1602,1
"45",1566,1602,1
"46",1290,1520,0
"47",1218,1246,1
"48",174,178,1
"49",645,760,0
"50",1218,1246,1
"51",129,152,0
"52",174,178,1
"53",1218,1246,1
"54",870,890,1
"55",1392,1424,1
"56",1290,1520,0
"57",1044,1068,1
"58",1044,1068,1
"59",903,1064,0
"60",174,178,1
"61",1740,1780,1
"62",696,712,1
"63",903,1064,0
"64",174,178,1
"65",1566,1602,1
"66",645,760,0
"67",1392,1424,1
"68",1392,1424,1
"69",174,178,1
"70",174,178,1
"71",1161,1368,0
"72",1161,1368,0
"73",516,608,1
"74",174,178,1
"75",516,608,1
"76",645,760,1
"77",645,760,0
"78",174,178,1
"79",174,178,1
"80",903,1064,0
"81",774,912,0
"82",522,534,1
"83",522,534,1
"84",348,356,1
"85",774,912,0
"86",1290,1520,0
"87",645,760,0
"88",516,608,0
"89",1740,1780,1
"90",1161,1368,0
"91",1740,1780,1
"92",1740,1780,1
"93",774,912,0
"94",174,178,1
"95",258,304,0
"96",774,912,0
"97",1161,1368,0
"98",1161,1368,0
"99",645,760,0
"100",645,760,0
