"","v","w","x"
"1",405,415,1
"2",115,760,1
"3",648,664,1
"4",207,1368,1
"5",46,304,1
"6",567,581,1
"7",46,304,1
"8",115,760,1
"9",486,498,1
"10",230,1520,1
"11",729,747,1
"12",115,760,1
"13",115,760,1
"14",69,456,1
"15",729,747,1
"16",81,83,1
"17",161,1064,1
"18",69,456,1
"19",184,1216,1
"20",69,456,1
"21",81,83,1
"22",115,760,0
"23",230,1520,0
"24",162,166,1
"25",486,498,1
"26",46,304,1
"27",69,456,0
"28",81,83,1
"29",648,664,1
"30",567,581,1
"31",324,332,1
"32",207,1368,0
"33",46,304,0
"34",648,664,1
"35",162,166,1
"36",115,760,0
"37",486,498,1
"38",115,760,0
"39",162,166,1
"40",184,1216,0
"41",81,83,1
"42",243,249,1
"43",162,166,1
"44",138,912,0
"45",92,608,0
"46",567,581,1
"47",184,1216,1
"48",184,1216,1
"49",486,498,1
"50",230,1520,0
"51",162,166,1
"52",184,1216,0
"53",138,912,0
"54",138,912,0
"55",115,760,0
"56",567,581,1
"57",161,1064,0
"58",207,1368,0
"59",810,830,1
"60",92,608,0
"61",207,1368,0
"62",161,1064,0
"63",486,498,1
"64",138,912,0
"65",92,608,0
"66",810,830,1
"67",115,760,0
"68",207,1368,0
"69",184,1216,0
"70",46,304,1
"71",810,830,1
"72",810,830,1
"73",81,83,1
"74",230,1520,1
"75",405,415,1
"76",162,166,1
"77",810,830,1
"78",138,912,1
"79",92,608,1
"80",162,166,1
"81",243,249,1
"82",92,608,1
"83",92,608,1
"84",115,760,1
"85",567,581,1
"86",405,415,1
"87",810,830,1
"88",81,83,1
"89",23,152,1
"90",162,166,1
"91",23,152,1
"92",23,152,0
"93",405,415,1
"94",230,1520,1
"95",567,581,1
"96",567,581,1
"97",648,664,1
"98",810,830,1
"99",810,830,1
"100",486,498,1
