"","v","w","x"
"1",704,148,1
"2",268,356,1
"3",1232,259,1
"4",536,712,1
"5",67,89,1
"6",1760,370,1
"7",201,267,0
"8",670,890,1
"9",1232,259,1
"10",603,801,1
"11",1056,222,1
"12",134,178,1
"13",670,890,1
"14",134,178,1
"15",1056,222,1
"16",1408,296,1
"17",268,356,1
"18",134,178,1
"19",201,267,1
"20",134,178,1
"21",1056,222,1
"22",134,178,0
"23",335,445,0
"24",880,185,1
"25",176,37,1
"26",335,445,1
"27",268,356,1
"28",1056,222,1
"29",176,37,1
"30",352,74,1
"31",1584,333,1
"32",402,534,1
"33",335,445,0
"34",528,111,1
"35",176,37,1
"36",670,890,0
"37",176,37,1
"38",670,890,0
"39",528,111,1
"40",603,801,0
"41",704,148,1
"42",1760,370,1
"43",528,111,1
"44",335,445,0
"45",335,445,1
"46",1408,296,1
"47",603,801,1
"48",603,801,1
"49",528,111,1
"50",201,267,1
"51",1584,333,1
"52",67,89,1
"53",469,623,1
"54",335,445,0
"55",268,356,0
"56",704,148,1
"57",402,534,0
"58",670,890,0
"59",880,185,1
"60",201,267,0
"61",670,890,0
"62",670,890,0
"63",880,185,1
"64",67,89,0
"65",201,267,0
"66",880,185,1
"67",536,712,0
"68",268,356,0
"69",201,267,0
"70",201,267,1
"71",1232,259,1
"72",176,37,1
"73",1760,370,1
"74",201,267,1
"75",1760,370,1
"76",528,111,1
"77",176,37,1
"78",469,623,1
"79",603,801,1
"80",1232,259,1
"81",352,74,1
"82",201,267,1
"83",201,267,1
"84",268,356,1
"85",1760,370,1
"86",1760,370,1
"87",1232,259,1
"88",704,148,1
"89",134,178,1
"90",528,111,1
"91",268,356,1
"92",402,534,1
"93",1760,370,1
"94",603,801,1
"95",1056,222,1
"96",352,74,1
"97",528,111,1
"98",1232,259,1
"99",176,37,1
"100",176,37,1
