"","v","w","x"
"1",1253,1400,1
"2",59,124,0
"3",1432,1600,0
"4",531,1116,0
"5",236,496,0
"6",179,200,0
"7",472,992,0
"8",295,620,0
"9",1790,2000,1
"10",118,248,0
"11",537,600,0
"12",177,372,0
"13",413,868,0
"14",295,620,0
"15",537,600,1
"16",1611,1800,1
"17",531,1116,0
"18",531,1116,0
"19",590,1240,0
"20",413,868,0
"21",179,200,1
"22",531,1116,0
"23",118,248,0
"24",1432,1600,1
"25",1432,1600,1
"26",354,744,0
"27",531,1116,0
"28",895,1000,0
"29",716,800,0
"30",179,200,0
"31",716,800,0
"32",413,868,0
"33",236,496,0
"34",358,400,1
"35",716,800,1
"36",295,620,0
"37",716,800,1
"38",59,124,0
"39",1432,1600,1
"40",236,496,0
"41",537,600,1
"42",1611,1800,1
"43",1790,2000,1
"44",354,744,0
"45",118,248,0
"46",537,600,1
"47",472,992,0
"48",236,496,0
"49",716,800,1
"50",236,496,0
"51",1074,1200,1
"52",236,496,0
"53",236,496,0
"54",118,248,0
"55",295,620,0
"56",179,200,1
"57",295,620,0
"58",531,1116,0
"59",1432,1600,1
"60",354,744,0
"61",531,1116,0
"62",531,1116,0
"63",358,400,1
"64",354,744,0
"65",118,248,0
"66",358,400,1
"67",413,868,0
"68",531,1116,0
"69",590,1240,0
"70",118,248,0
"71",1074,1200,1
"72",1432,1600,1
"73",179,200,1
"74",354,744,0
"75",537,600,1
"76",358,400,1
"77",1432,1600,1
"78",236,496,0
"79",354,744,0
"80",358,400,1
"81",537,600,1
"82",236,496,0
"83",472,992,0
"84",295,620,0
"85",179,200,1
"86",1611,1800,1
"87",1074,1200,1
"88",1253,1400,1
"89",531,1116,0
"90",358,400,1
"91",295,620,0
"92",59,124,1
"93",1253,1400,1
"94",354,744,0
"95",1611,1800,1
"96",1253,1400,1
"97",1790,2000,1
"98",1432,1600,1
"99",358,400,1
"100",1074,1200,1
