"","v","w","x"
"1",366,106,1
"2",1464,424,1
"3",915,265,1
"4",549,159,1
"5",1184,912,0
"6",1281,371,1
"7",1036,798,0
"8",888,684,0
"9",444,342,0
"10",148,114,0
"11",1098,318,1
"12",1830,530,1
"13",1647,477,1
"14",1184,912,0
"15",888,684,0
"16",592,456,0
"17",1830,530,1
"18",1332,1026,0
"19",366,106,1
"20",1036,798,0
"21",1098,318,1
"22",1830,530,1
"23",444,342,0
"24",1098,318,1
"25",296,228,0
"26",148,114,0
"27",740,570,0
"28",1281,371,1
"29",296,228,0
"30",1036,798,0
"31",1098,318,1
"32",366,106,1
"33",444,342,0
"34",1647,477,1
"35",444,342,0
"36",444,342,0
"37",888,684,0
"38",1480,1140,0
"39",148,114,0
"40",1480,1140,0
"41",148,114,0
"42",1332,1026,0
"43",444,342,0
"44",1098,318,1
"45",366,106,1
"46",549,159,1
"47",148,114,0
"48",915,265,1
"49",888,684,0
"50",1480,1140,0
"51",740,570,0
"52",732,212,1
"53",1281,371,1
"54",366,106,1
"55",366,106,1
"56",740,570,0
"57",1480,1140,0
"58",592,456,0
"59",1184,912,0
"60",1464,424,1
"61",1281,371,1
"62",296,228,0
"63",1464,424,1
"64",1480,1140,0
"65",888,684,1
"66",1332,1026,1
"67",148,114,0
"68",1098,318,1
"69",740,570,1
"70",148,114,0
"71",592,456,0
"72",148,114,0
"73",915,265,1
"74",1281,371,1
"75",1281,371,1
"76",1098,318,1
"77",1281,371,1
"78",1036,798,0
"79",915,265,1
"80",1480,1140,0
"81",592,456,0
"82",549,159,1
"83",1830,530,1
"84",1332,1026,0
"85",549,159,1
"86",444,342,0
"87",1036,798,0
"88",888,684,0
"89",1036,798,0
"90",740,570,0
"91",549,159,1
"92",732,212,1
"93",592,456,0
"94",549,159,1
"95",915,265,1
"96",1480,1140,1
"97",915,265,1
"98",888,684,1
"99",1098,318,1
"100",592,456,0
